,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,title,price,房间数量,客厅数量,厨房数量,厕所数量,楼层,楼层总数
608,83,东南,简装,三梯八户,1,阳光充足、位置好、电梯中层、面积实用_广州番禺市桥侨基花园二手房(广州链家),21687,3,2,1,2,中,32
114,70.06,东北,精装,两梯三户,1,金泽豪庭   小两房  私密性强   装修保养好_广州增城白江金泽豪庭二手房(广州链家),21696,2,1,1,1,高,26
386,69.12,南,简装,一梯两户,0,海校航专宿舍，采光通风好，南北对流，格局方正实用_广州黄埔文冲海校航专宿舍二手房(广州链家),21702,2,1,1,1,高,6
774,92.1,东 南,简装,一梯三户,0,东雅园中楼层 南向三房 诚心出售 过五唯一免个税_广州番禺东怡新区东怡新区东雅园二手房(广州链家),21716,3,2,1,1,中,7
1991,86.4,北,简装,一梯四户,0,满五年唯一免个税，装修保养好 望园景大泳池_广州番禺桥南绿庭雅苑二手房(广州链家),21760,3,2,1,2,高,7
179,68,北,简装,七梯四户,1,番禺航运新村 靓楼层 实用两房 采光通风好_广州番禺市桥航运新村二手房(广州链家),21765,2,2,1,1,低,6
1776,94,北,简装,两梯四户,1,210万买云珠花园3房，少有放盘。_广州花都新区云珠花园二手房(广州链家),21809,3,2,1,1,低,11
135,84.82,东南,简装,一梯四户,0,高层3房，有天然气 安静望花园，保养新净，户型方正_广州荔湾坑口芳园居教师新村二手房(广州链家),21811,3,2,1,1,高,9
727,146.66,南,精装,两梯四户,1,正规三房 楼龄新 业主自住 保养好_广州增城白江新都盛世名门二手房(广州链家),21820,4,2,1,2,高,28
2014,93.72,北,毛坯,两梯四户,1,尚上名筑C区毛坯房，位置好，望石楼_广州番禺亚运城尚上名筑三期二手房(广州链家),21874,3,2,1,1,中,31
1184,126.95,南,精装,一梯两户,1,此房是标准三房，户型方正，采光好。_广州增城新塘北亚太新城亚太银座二期二手房(广州链家),21899,3,2,1,3,中,18
555,63,南,简装,一梯四户,0,2房2厅，南向，有阳台。买一层用二层。_广州番禺番禺客运站石基城市花园二手房(广州链家),21905,2,2,1,1,中,5
387,86.73,东,精装,两梯六户,1,广州富力城 望大公园两房 视野开阔_广州白云夏茅富力城北区二手房(广州链家),21908,2,2,1,1,中,17
1430,73.46,东,精装,两梯七户,1,业主回乡发展  诚心出售此房，可预约看房_广州增城白江惠百氏广场二手房(广州链家),21917,2,1,1,1,低,18
1775,70.7,南,简装,一梯四户,1,南向电梯温馨三房 采光充足 望优美园景_广州番禺钟村锦绣生态园雅典花园二手房(广州链家),21924,3,1,1,1,高,12
1041,52.45,东,简装,一梯八户,0,泽德花园两房 户型方正 采光通风好 随时看房_广州白云同德围泽德花苑二手房(广州链家),21926,2,1,1,1,高,9
1759,64.72,西 西北,简装,两梯四户,1,房子是一手带装修，格局方正.._广州增城白江惠百氏广场二手房(广州链家),21941,2,2,1,1,高,18
253,97,西,精装,两梯五户,1,东方名都 经典三房  户型方正_广州增城白江东方名都二手房(广州链家),21959,3,2,1,1,高,29
1336,81.96,北,精装,两梯五户,1,凯达尔TOD旁 北向两房 精装修 保养好 随时方便看房_广州增城新塘北现代城市花园二手房(广州链家),21962,2,1,1,1,低,23
118,100.02,南,精装,两梯四户,1,汇东国际 南向精装三房  全新未住  采光好_广州增城白江汇东国际花园二手房(广州链家),21996,3,2,1,1,低,28
2107,88.6,南,精装,一梯四户,0,富丽家园乳芳园 3室1厅 195万_广州番禺大石富丽家园乳芳园二手房(广州链家),22010,3,1,1,1,中,8
470,46.73,东 北,精装,三梯十六户,1,宏城汇精致一房一厅，格局方正，保养好_广州增城白江新都盛世名门宏城汇二手房(广州链家),22042,1,1,1,1,高,21
1564,87.09,南,精装,一梯四户,1,盛世名 门   南向大两房  装修保养好_广州增城白江新都盛世名门二手房(广州链家),22047,2,2,1,1,中,11
1245,99.77,南 北,简装,一梯五户,0,一德路地铁 海珠广场商圈 方正三房 单价低_广州越秀解放南大德路二手房(广州链家),22051,3,2,1,1,高,9
413,91.1,北,简装,一梯四户,0,此房满五唯一，通风采光良好，户型方正_广州番禺市桥北东方白云花园二手房(广州链家),22064,3,1,1,1,低,6
694,38.51,东,精装,两梯七户,1,惠百氏广场精装正规一房一厅独立厨房卫生间低总价_广州增城白江惠百氏广场二手房(广州链家),22073,1,1,1,1,中,18
3,90.6,东北,简装,一梯八户,1,丽江花园 丽字楼 三房 电梯房 采光好 通风透气_广州番禺南浦丽江花园丽荃楼二手房(广州链家),22076,3,2,1,1,低,9
569,77,东南,简装,一梯四户,0,吉祥北园居家两房格局方正业主有心卖看房方便_广州番禺洛溪吉祥北园二手房(广州链家),22078,2,2,1,1,中,7
640,76.94,东南,精装,一梯两户,0,北丽园 刚需实用三房 格局方正轻松置业_广州番禺市桥北丽园二手房(广州链家),22096,3,2,1,1,高,6
981,81.9,南,毛坯,两梯四户,1,豪进广场 两房一厅户型方正 南向 户型方正_广州增城白江碧桂园豪进广场二手房(广州链家),22101,2,2,1,1,中,30
753,48.79,东南,简装,一梯六户,0,南岸路 2室1厅 108万_广州荔湾南岸路南岸路二手房(广州链家),22136,2,1,1,1,高,9
1538,94.79,南,精装,两梯四户,1,豪进山湖珺璟 方正三房 满两年_广州增城白江豪进山湖珺璟二手房(广州链家),22155,3,2,1,1,高,33
264,83.95,西,精装,一梯四户,0,东华花园  高楼层两房 精装修_广州番禺市桥东东华花园二手房(广州链家),22157,2,2,1,1,高,6
644,143.33,南 北,简装,两梯两户,1,万科府前一号，楼层高，视野旷阔。_广州南沙南沙区府万科府前一号二手房(广州链家),22187,4,2,1,2,高,18
159,105.9,南,精装,两梯四户,1,复古混搭风装修，采光好视野无遮挡，过五唯一_广州增城凤凰城碧桂园凤凰城凤锦苑二手房(广州链家),22191,3,2,1,1,低,24
1992,98.67,南,精装,两梯六户,1,南沙碧桂园豪庭  高楼层   南向采光好_广州南沙金洲南沙碧桂园豪庭二手房(广州链家),22196,3,2,1,1,高,18
121,99,东南,毛坯,三梯四户,1,融创文旅城 格局方正 中间楼层 看花园_广州花都花山镇广州融创文旅城A1区二手房(广州链家),22223,3,2,1,2,低,33
2052,126,南,精装,一梯四户,1,电梯大三房 南向中高层 通风采光好 小区中间安静舒适_广州番禺桥南金沙湾花园二手房(广州链家),22223,3,2,1,2,中,11
424,80,东南,简装,一梯三户,0,东南3楼，采光通风好，配套齐全，交通便利。_广州番禺桥南番禺华景新城二手房(广州链家),22250,3,1,1,2,中,7
1014,105.5,南 北,精装,两梯四户,1,星河盛世 南北对流双阳台 采光视野好 诚意出售_广州南沙进港大道星河盛世二手房(广州链家),22275,3,2,1,2,高,26
605,65,东北,简装,两梯十四户,1,马务地铁站旁电梯刚需两房满五可入户采光通风_广州白云马务天元大厦二手房(广州链家),22308,2,2,1,1,中,16
500,49.22,南,简装,一梯五户,0,广园中路 2室1厅 110万_广州白云麓景广园中路二手房(广州链家),22349,2,1,1,1,高,9
622,89.48,东南,精装,一梯八户,1,东南向采光好 通风透气 高楼层 视野无遮挡 装修保养好_广州番禺南浦丽江花园丽影楼二手房(广州链家),22352,3,2,1,2,低,9
400,76.8,北,简装,一梯四户,0,锦绣花园南区 一楼带花园 实用三房 证过五年出售_广州番禺钟村锦绣花园南区二手房(广州链家),22396,3,2,1,1,低,7
196,69.1,南,简装,一梯两户,0,满五唯一 中间位置 采光好 业主诚心出售_广州番禺洛溪如意花园二手房(广州链家),22432,2,2,1,1,中,7
1876,93.53,西北,简装,一梯四户,0,桥东小区 原装大三房 格局方正 配套齐全_广州荔湾滘口芳村大道西二手房(广州链家),22453,3,2,1,2,中,8
2027,46.76,东北,精装,三梯十二户,1,白江地铁口 标准一房一厅 装修保养好 可拎包入住_广州增城白江新都盛世名门宏城汇二手房(广州链家),22456,1,1,1,1,高,22
2034,95.7,西北,精装,两梯六户,1,近地铁，小区环境好，户型方正实用，配套完善_广州增城沙村新塘新世界花园万象苑二手房(广州链家),22467,3,2,1,1,低,18
559,132.6,南,精装,两梯八户,1,金湖雅苑大面积三房 保养好 业主有心卖_广州白云沙太北金湖雅苑二手房(广州链家),22474,3,2,1,2,中,19
1465,109,南,精装,一梯四户,0,华景新城、大三房、低楼层、装修保养好_广州番禺桥南番禺华景新城二手房(广州链家),22478,3,1,1,1,低,8
1233,100.01,北,精装,两梯六户,1,精装修三房两卫有入户花园，精装修拎包可入住，_广州番禺石楼鑫隆世家二手房(广州链家),22498,3,2,1,2,中,18
1603,79.95,东北,简装,一梯四户,1,越秀区 近地铁 准电梯 全明屋 花园小区 方正实用_广州白云机场路御景花园二手房(广州链家),22515,2,2,1,1,高,9
155,45.7,北,精装,一梯十一户,0,西城苑 低层 总价低 未来有条十三号地铁线_广州白云罗冲围西城苑二手房(广州链家),22539,2,1,1,1,低,9
106,73.59,北,精装,一梯八户,0,中高楼层使用率高，通风采光好，户型方正_广州白云新市汇侨新城东区二手房(广州链家),22558,2,1,1,1,中,9
864,57.58,东南,精装,十梯六户,1,房子精装修 中高楼层采光无遮挡，视野开阔_广州番禺石楼庄士映蝶蓝湾二期二手房(广州链家),22578,1,1,1,1,高,19
941,61.11,南,精装,一梯四户,0,南向两房，光线好，通风对流，出入门口近，位置安静_广州番禺钟村长江数码花园(番禺)二手房(广州链家),22583,2,2,1,1,高,6
815,116,东,精装,两梯八户,1,锦绣半岛东区 一手业主诚意出售 双证物业 园林安静_广州番禺南浦锦绣半岛二手房(广州链家),22587,3,1,1,2,低,26
1878,96.01,西北,精装,两梯五户,1,东方名都 三房两厅 保养新 户型方正_广州增城白江东方名都二手房(广州链家),22602,3,2,1,1,中,29
321,92.9,北,精装,一梯四户,1,番禺广场东方白云花园 电梯三房 保养新颖 房产证满五_广州番禺市桥北东方白云花园二手房(广州链家),22605,3,1,1,1,低,11
1301,87,北,简装,两梯十八户,1,银苑大厦 电梯三房 实用率高 户型方正_广州白云机场路银苑大厦(白云)二手房(广州链家),22644,3,1,1,1,中,13
1864,78.6,南,简装,一梯两户,0,美心东苑 三房 满五唯一 无抵押_广州番禺番禺客运站美心东苑二手房(广州链家),22647,3,2,1,1,低,7
173,114.79,东,精装,两梯四户,1,南沙区府旁  焦门河景观 龙光大三房_广州南沙南沙区府龙光棕榈水岸北区二手房(广州链家),22651,3,1,1,2,低,17
247,95.8,南,简装,两梯六户,1,新世界万象苑三房  南向 事业开阔采光好_广州增城沙村新塘新世界花园万象苑二手房(广州链家),22652,3,2,1,1,高,18
614,55.18,南,简装,一梯四户,0,富丽家园福泰园出门公交.户型方正实用刚需房_广州番禺大石富丽家园福泰园二手房(广州链家),22654,2,1,1,1,低,7
621,172,南,简装,一梯五户,1,海滨花园 电梯复式 南向采光好 一线江景顶楼大花园_广州番禺洛溪海滨花园二手房(广州链家),22675,4,2,1,3,高,12
898,82.9,南,简装,两梯六户,1,中高楼层，采光充足；电梯房，出入方便；配套设施齐全_广州番禺市桥置业华逸大厦二手房(广州链家),22678,2,0,0,0,中,16
291,97,东南,简装,两梯四户,1,精装江景三房，临江而立通风透气，业主诚心出售_广州南海金沙洲恒大御景半岛二手房(广州链家),22681,3,2,1,1,中,31
2002,105.66,南,精装,两梯四户,1,雍逸华庭 南向三房 户型方正 通风良好_广州番禺桥南雍逸华庭二手房(广州链家),22715,3,1,1,2,高,9
101,66.9,北,精装,两梯七户,1,区府板块叠翠峰精装小三房，刚需户型，价格有空间_广州南沙南沙区府叠翠峰二手房(广州链家),22721,3,2,1,1,低,22
142,158.4,东南,精装,一梯四户,0,广州碧桂园  东南向 望花园 安静位置 看房方便_广州番禺南浦广州碧桂园丽苑二手房(广州链家),22728,4,2,1,2,高,6
2029,110,南,毛坯,两梯四户,1,随心变化 格局方正 看房方便 业主诚心出售_广州增城白江豪进山湖珺璟二手房(广州链家),22728,3,1,1,2,低,33
99,74.34,东,精装,一梯四户,0,方正实用加入户花园产权清晰过五唯一_广州番禺桥南金沙湾花园二手房(广州链家),22734,2,2,1,1,高,6
1649,65.98,东南,简装,一梯四户,0,芳园居教师新村  方正两房 采光好，格局方正实用_广州荔湾坑口芳园居教师新村二手房(广州链家),22735,2,1,1,1,中,9
304,81.3,西北,简装,两梯八户,1,鸿城花园   电梯  温馨两房   装修保养好_广州番禺市桥鸿城花园二手房(广州链家),22756,2,1,1,1,中,28
1131,93.57,西北,简装,一梯四户,0,小区管理，步梯四楼，楼龄新   看楼方便_广州番禺市桥裕福花园二手房(广州链家),22764,3,1,1,1,中,6
673,96,南,精装,两梯四户,1,龙光棕榈水岸北区 3室2厅 219万_广州南沙南沙区府龙光棕榈水岸北区二手房(广州链家),22813,3,2,1,1,低,11
1389,61.3,南,简装,一梯两户,0,番禺广场两房，业主诚意出售，看房提前约_广州番禺东怡新区美心苑二手房(广州链家),22839,2,2,1,1,中,7
983,91.72,北,精装,一梯四户,1,地铁口，户型方正标准三房，小区环境优美，_广州花都镜湖大道云峰花园4期二手房(广州链家),22896,3,2,1,1,中,11
1480,115.61,南 北,精装,两梯六户,1,地铁口旁。交通便利。时尚实力楼盘管理好。采光好。_广州黄埔知识城广州绿地城二手房(广州链家),22922,3,2,1,2,高,30
628,69.66,南,精装,一梯两户,0,如意花园框架机构三房诚心出售南北对流_广州番禺洛溪如意花园二手房(广州链家),22969,3,1,1,1,中,8
474,74,北,精装,一梯八户,0,富丽家园 富丽广场 精品两房 小区环境好_广州番禺大石富丽家园富丽广场二手房(广州链家),22973,2,1,1,1,高,6
1299,115.34,北 南,精装,两梯五户,1,单价低，业主诚心出售，看房方便_广州南沙南沙区府中惠璧珑湾二手房(广州链家),22976,3,1,1,2,低,26
1166,76.16,北,精装,两梯六户,1,越秀珺城高层户型方正精装修二房保养好_广州南沙滨海花园越秀滨海珺城二手房(广州链家),22978,2,1,1,1,中,28
1253,47,南,简装,一梯六户,0,泰沙路，正规二房，采光好，安静花园小区_广州海珠江燕路泰沙路二手房(广州链家),22979,2,1,1,1,高,9
145,76.14,西,精装,两梯六户,1,两房新装修，高层采光好，刚需上车盘._广州南沙进港大道星河盛世二手房(广州链家),22984,2,2,1,1,高,26
2036,105.69,东南,简装,一梯两户,0,荔香花园  带私家天台花园 东南向3房近临港经济区_广州黄埔黄埔区府荔香花园二手房(广州链家),22992,3,2,1,1,高,9
869,40,南,简装,一梯四户,0,番禺大石  富昌花园 罕见小户型 业主诚心出售_广州番禺大石富丽家园富昌花园二手房(广州链家),23000,1,1,1,1,中,9
787,70.84,北,简装,一梯六户,0,金满家园 近地铁 出行方便 总价低_广州白云金沙洲金满家园二手房(广州链家),23009,3,2,1,1,中,10
1031,104.27,南,精装,一梯八户,0,业主自住，装修保养好，楼龄新，交通便利，配套成熟_广州番禺大石富丽家园富丽广场二手房(广州链家),23018,3,1,1,1,中,6
1542,260.6,东 西,精装,两梯两户,1,南奥电梯复式房  望高尔夫球场  采光好  业主急售！_广州番禺汉溪南国奥林匹克花园二手房(广州链家),23024,6,2,1,4,高,17
1648,60.36,南 西,精装,一梯四户,0,精装修小三房，位置安静，户型间隔实用，附带天台花园_广州黄埔开发西区普晖村二手房(广州链家),23029,3,1,1,1,高,9
